LUMN,Lumen Technologies Inc. Common Stock
LUV,Southwest Airlines Company Common Stock
LVS,Las Vegas Sands Corp. Common Stock
LVWR,LiveWire Group Inc. Common Stock
LW,Lamb Weston Holdings Inc. Common Stock
LXP,LXP Industrial Trust Common Stock (Maryland REIT)
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock
LXU,LSB Industries Inc. Common Stock
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)
LYG,Lloyds Banking Group Plc American Depositary Shares
LYV,Live Nation Entertainment Inc. Common Stock
LZB,La-Z-Boy Incorporated Common Stock
LZM,Lifezone Metals Limited Ordinary Shares
M,Macy's Inc Common Stock
MA,Mastercard Incorporated Common Stock
MAA,Mid-America Apartment Communities Inc. Common Stock
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock
MAC,Macerich Company (The) Common Stock
MAIN,Main Street Capital Corporation Common Stock
MAN,ManpowerGroup Common Stock
MANU,Manchester United Ltd. Class A Ordinary Shares
MAS,Masco Corporation Common Stock
MATV,Mativ Holdings Inc. Common Stock
MATX,Matson Inc. Common Stock
MAV,Pioneer Municipal High Income Advantage Fund Inc.
MAX,MediaAlpha Inc. Class A Common Stock
MBC,MasterBrand Inc. Common Stock
MBI,MBIA Inc. Common Stock
MC,Moelis & Company Class A Common Stock
MCB,Metropolitan Bank Holding Corp. Common Stock
MCD,McDonald's Corporation Common Stock
MCI,Barings Corporate Investors Common Stock
MCK,McKesson Corporation Common Stock
MCN,Madison Covered Call & Equity Strategy Fund Common Stock
MCO,Moody's Corporation Common Stock
MCR,MFS Charter Income Trust Common Stock
MCS,Marcus Corporation (The) Common Stock
MCW,Mister Car Wash Inc. Common Stock
MCY,Mercury General Corporation Common Stock
MD,Pediatrix Medical Group Inc. Common Stock
MDC,M.D.C. Holdings Inc. Common Stock
MDT,Medtronic plc. Ordinary Shares
MDU,MDU Resources Group Inc. Common Stock (Holding Company)
MDV,Modiv Industrial Inc. Class C Common Stock
MDV^A,Modiv Industrial Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock
MEC,Mayville Engineering Company Inc. Common Stock
MED,MEDIFAST INC Common Stock
MEG,Montrose Environmental Group Inc. Common Stock
MEGI,MainStay CBRE Global Infrastructure Megatrends Term Fund Common Shares
MEI,Methode Electronics Inc. Common Stock
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066
MET,MetLife Inc. Common Stock
MET^A,MetLife Inc. Preferred Series A Floating Rate
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F
MFA,MFA Financial Inc.
MFA^B,MFA Financial Inc. Preferred Series B
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
MFC,Manulife Financial Corporation Common Stock
MFD,Macquarie First Trust Global Common Stock
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan)
MFM,MFS Municipal Income Trust Common Stock
MFV,MFS Special Value Trust Common Stock
MG,Mistras Group Inc Common Stock
MGA,Magna International Inc. Common Stock
MGF,MFS Government Markets Income Trust Common Stock
MGM,MGM Resorts International Common Stock
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061
MGY,Magnolia Oil & Gas Corporation Class A Common Stock
MHD,Blackrock MuniHoldings Fund Inc. Common Stock
MHF,Western Asset Municipal High Income Fund Inc. Common Stock
MHI,Pioneer Municipal High Income Fund Inc.
MHK,Mohawk Industries Inc. Common Stock
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043
MHO,M/I Homes Inc. Common Stock
MIN,MFS Intermediate Income Trust Common Stock
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock
MIR,Mirion Technologies Inc. Class A Common Stock
MITT,AG Mortgage Investment Trust Inc. Common Stock
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock
MKC,McCormick & Company Incorporated Common Stock
MKFG,Markforged Holding Corporation Common Stock
MKL,Markel Group Inc. Common Stock
ML,MoneyLion Inc. Class A Common Stock
MLI,Mueller Industries Inc. Common Stock
MLM,Martin Marietta Materials Inc. Common Stock
MLNK,MeridianLink Inc. Common Stock
MLP,Maui Land & Pineapple Company Inc. Common Stock
MLR,Miller Industries Inc. Common Stock
MMC,Marsh & McLennan Companies Inc. Common Stock
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund
MMI,Marcus & Millichap Inc. Common Stock
MMM,3M Company Common Stock
MMS,Maximus Inc. Common Stock
MMT,MFS Multimarket Income Trust Common Stock
MMU,Western Asset Managed Municipals Fund Inc. Common Stock
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock
MO,Altria Group Inc.
MOD,Modine Manufacturing Company Common Stock
MODG,Topgolf Callaway Brands Corp. Common Stock
MODN,Model N Inc. Common Stock
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares)
MOH,Molina Healthcare Inc Common Stock
MOS,Mosaic Company (The) Common Stock
MOV,Movado Group Inc. Common Stock
MP,MP Materials Corp. Common Stock
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock
MPC,Marathon Petroleum Corporation Common Stock
MPLN,MultiPlan Corporation Class A Common Stock
MPLX,MPLX LP Common Units Representing Limited Partner Interests
MPV,Barings Participation Investors Common Stock
MPW,Medical Properties Trust Inc. common stock
MPX,Marine Products Corporation Common Stock
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock
MRC,MRC Global Inc. Common Stock
MRDB,MariaDB plc Ordinary Shares
MRK,Merck & Company Inc. Common Stock (new)
MRO,Marathon Oil Corporation Common Stock
MS,Morgan Stanley Common Stock
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum)
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P
MSA,MSA Safety Incorporated Common Stock
MSB,Mesabi Trust Common Stock
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares
MSCI,MSCI Inc. Common Stock
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New)
MSI,Motorola Solutions Inc. Common Stock
MSM,MSC Industrial Direct Company Inc. Common Stock
MT,Arcelor Mittal NY Registry Shares NEW
MTAL,Metals Acquisition Limited Ordinary Shares
MTB,M&T Bank Corporation Common Stock
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H
MTBL,Moatable Inc. American Depositary Share (each representing forty-five (45) Class A Ordinary Shares)
MTD,Mettler-Toledo International Inc. Common Stock
MTDR,Matador Resources Company Common Stock
MTG,MGIC Investment Corporation Common Stock
MTH,Meritage Homes Corporation Common Stock
MTN,Vail Resorts Inc. Common Stock
MTR,Mesa Royalty Trust Common Stock
MTRN,Materion Corporation
MTW,Manitowoc Company Inc. (The) Common Stock
MTX,Minerals Technologies Inc. Common Stock
MTZ,MasTec Inc. Common Stock
MUA,Blackrock MuniAssets Fund Inc Common Stock
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock
MUI,BlackRock Municipal Income Fund Inc. Common Stock
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock
MUR,Murphy Oil Corporation Common Stock
MUSA,Murphy USA Inc. Common Stock
MUX,McEwen Mining Inc. Common Stock
MVF,Blackrock MuniVest Fund Inc. Common Stock
MVO,MV Oil Trust Units of Beneficial Interests
MVT,Blackrock MuniVest Fund II Inc.  Common Stock
MWA,MUELLER WATER PRODUCTS Common Stock
MX,Magnachip Semiconductor Corporation Common Stock
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock
MXF,Mexico Fund Inc. (The) Common Stock
MYD,Blackrock MuniYield Fund Inc.  Common Stock
MYE,Myers Industries Inc. Common Stock
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share
NABL,N-able Inc. Common Stock
NAC,Nuveen California Quality Municipal Income Fund
NAD,Nuveen Quality Municipal Income Fund Common Stock
NAN,Nuveen New York Quality Municipal Income Fund Common Stock
NAPA,The Duckhorn Portfolio Inc. Common Stock
NAT,Nordic American Tankers Limited Common Stock
NATL,NCR Atleos Corporation Common Stock
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest
NBHC,National Bank Holdings Corporation Common Stock
NBR,Nabors Industries Ltd.
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock
NC,NACCO Industries Inc. Common Stock
NCA,Nuveen California Municipal Value Fund
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest
NDP,Tortoise Energy Independence Fund Inc. Common Stock
NE,Noble Corporation plc A Ordinary Shares
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01
NEE,NextEra Energy Inc. Common Stock
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079
NEE^R,NextEra Energy Inc. 6.926% Corporate Units
NEM,Newmont Corporation
NEP,NextEra Energy Partners LP Common Units representing limited partner interests
NET,Cloudflare Inc. Class A Common Stock
NETC,Nabors Energy Transition Corp. Class A Common Stock
NETI,Eneti Inc. Common Stock
NEU,NewMarket Corp Common Stock
NEXA,Nexa Resources S.A. Common Shares
NFG,National Fuel Gas Company Common Stock
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest
NFYS,Enphys Acquisition Corp. Class A Ordinary Shares
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests
NGS,Natural Gas Services Group Inc. Common Stock
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock
NGVT,Ingevity Corporation Common Stock
NHI,National Health Investors Inc. Common Stock
NI,NiSource Inc Common Stock
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock
NIC,Nicolet Bankshares Inc. Common Stock
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest
NIM,Nuveen Select Maturities Municipal Fund Common Stock
NINE,Nine Energy Service Inc. Common Stock
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share
NJR,NewJersey Resources Corporation Common Stock
NKE,Nike Inc. Common Stock
NKX,Nuveen California AMT-Free Quality Municipal Income Fund
NL,NL Industries Inc. Common Stock
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest
NLY,Annaly Capital Management Inc. Common Stock
NLY^F,Annaly Capital Management Inc 6.95% Series F
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NM,Navios Maritime Holdings Inc. Common Stock
NM^G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands)
NM^H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares
NMG,Nouveau Monde Graphite Inc. Common Shares
NMI,Nuveen Municipal Income Fund Inc. Common Stock
NMK^B,Niagara Mohawk Holdings Inc. Preferred Stock
NMK^C,Niagara Mohawk Holdings Inc. Preferred Stock
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests
NMR,Nomura Holdings Inc ADR American Depositary Shares
NMS,Nuveen Minnesota Quality Municipal Income Fund
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share
NNI,Nelnet Inc. Common Stock
NNN,NNN REIT Inc. Common Stock
NNY,Nuveen New York Municipal Value Fund Common Stock
NOA,North American Construction Group Ltd. Common Shares (no par)
NOAH,Noah Holdings Limited American Depositary Shares
NOC,Northrop Grumman Corporation Common Stock
NOG,Northern Oil and Gas Inc. Common Stock
NOK,Nokia Corporation Sponsored American Depositary Shares
NOM,Nuveen Missouri Quality Municipal Income Fund
NOMD,Nomad Foods Limited Ordinary Shares
NOTE,FiscalNote Holdings Inc. Class A common stock
NOV,NOV Inc. Common Stock
NOVA,Sunnova Energy International Inc. Common Stock
NOW,ServiceNow Inc. Common Stock
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares
NPK,National Presto Industries Inc. Common Stock
NPO,Enpro Inc. Common Stock
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock
NPWR,NET Power Inc. Class A Common Stock
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock
NR,Newpark Resources Inc. Common Stock
NRDY,Nerdy Inc. Class A Common Stock
NREF,NexPoint Real Estate Finance Inc. Common Stock
NREF^A,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock
NRG,NRG Energy Inc. Common Stock
NRGV,Energy Vault Holdings Inc. Common Stock
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund
NRP,Natural Resource Partners LP Limited Partnership
NRT,North European Oil Royality Trust Common Stock
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes)
NS,Nustar Energy L.P.  Common Units
NS^A,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
NS^B,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests
NS^C,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest
NSA^A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share)
NSC,Norfolk Southern Corporation Common Stock
NSP,Insperity Inc. Common Stock
NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares
NTCO,Natura &Co Holding S.A. American Depositary Shares
NTG,Tortoise Midstream Energy Fund Inc. Common Stock
NTR,Nutrien Ltd. Common Shares
NTST,NetSTREIT Corp. Common Stock
NTZ,Natuzzi S.p.A.
NU,Nu Holdings Ltd. Class A Ordinary Shares
NUE,Nucor Corporation Common Stock
NUS,Nu Skin Enterprises Inc. Common Stock
NUV,Nuveen Municipal Value Fund Inc. Common Stock
NUVB,Nuvation Bio Inc. Class A Common Stock
NUW,Nuveen AMT-Free Municipal Value Fund
NVG,Nuveen AMT-Free Municipal Credit Income Fund
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)
NVO,Novo Nordisk A/S Common Stock
NVR,NVR Inc. Common Stock
NVRI,Enviri Corporation Common Stock
NVRO,Nevro Corp. Common Stock
NVS,Novartis AG Common Stock
NVST,Envista Holdings Corporation Common Stock
NVT,nVent Electric plc Ordinary Shares
NVTA,Invitae Corporation Common Stock
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares)
NWN,Northwest Natural Holding Company Common Stock
NX,Quanex Building Products Corporation Common Stock
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock
NXDT,NexPoint Diversified Real Estate Trust Common Stock
NXDT^A,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share)
NXE,Nexgen Energy Ltd. Common Shares
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest
NXJ,Nuveen New Jersey Qualified Municipal Fund
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock
NXP,Nuveen Select Tax Free Income Portfolio Common Stock
NXRT,NexPoint Residential Trust Inc. Common Stock
NYC,American Strategic Investment Co. Class A Common Stock
NYCB,New York Community Bancorp Inc. Common Stock
NYCB^A,New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock
NYCB^U,New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES)
NYT,New York Times Company (The) Common Stock
NZF,Nuveen Municipal Credit Income Fund
O,Realty Income Corporation Common Stock
OAK^A,Oaktree Capital Group LLC 6.625% Series A Preferred units
OAK^B,Oaktree Capital Group LLC 6.550% Series B Preferred Units
OBDC,Blue Owl Capital Corporation Common Stock
OBK,Origin Bancorp Inc. Common Stock
OC,Owens Corning Inc Common Stock New
OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing thirty ordinary shares
OCN,Ocwen Financial Corporation NEW Common Stock
ODC,Oil-Dri Corporation Of America Common Stock
ODV,Osisko Development Corp. Common Shares
OEC,Orion S.A. Common Shares
OFG,OFG Bancorp Common Stock
OGE,OGE Energy Corp Common Stock
OGN,Organon & Co. Common Stock
OGS,ONE Gas Inc. Common Stock
OHI,Omega Healthcare Investors Inc. Common Stock
OI,O-I Glass Inc. Common Stock
OIA,Invesco Municipal Income Opportunities Trust Common Stock
OII,Oceaneering International Inc. Common Stock
OIS,Oil States International Inc. Common Stock
OKE,ONEOK Inc. Common Stock
OLN,Olin Corporation Common Stock
OLO,Olo Inc. Class A Common Stock
OLP,One Liberty Properties Inc. Common Stock
OMC,Omnicom Group Inc. Common Stock
OMF,OneMain Holdings Inc. Common Stock
OMI,Owens & Minor Inc. Common Stock
ONL,Orion Office REIT Inc. Common Stock
ONON,On Holding AG Class A Ordinary Shares
ONTF,ON24 Inc. Common Stock
ONTO,Onto Innovation Inc. Common Stock
OOMA,Ooma Inc. Common Stock
OPA,Magnum Opus Acquisition Limited Class A Ordinary Shares
OPAD,Offerpad Solutions Inc. Class A Common Stock
OPFI,OppFi Inc. Class A Common Stock
OPP,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock
OPP^A,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.375% Series A Cumulative Preferred Stock
OPP^B,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.75% Series B Cumulative Preferred Stock
OPY,Oppenheimer Holdings Inc. Class A Common Stock (DE)
OR,Osisko Gold Royalties Ltd Common Shares
ORA,Ormat Technologies Inc. Common Stock
ORAN,Orange
ORC,Orchid Island Capital Inc. Common Stock
ORCL,Oracle Corporation Common Stock
ORI,Old Republic International Corporation Common Stock
ORN,Orion Group Holdings Inc. Common
OSCR,Oscar Health Inc. Class A Common Stock
OSG,Overseas Shipholding Group Inc. Class A Common Stock
OSK,Oshkosh Corporation (Holding Company)Common Stock
OTIS,Otis Worldwide Corporation Common Stock
OUST,Ouster Inc. Common Stock
OUT,OUTFRONT Media Inc. Common Stock
OVV,Ovintiv Inc. (DE)
OWL,Blue Owl Capital Inc. Class A Common Stock
OWLT,Owlet Inc. Class A Common Stock
OXM,Oxford Industries Inc. Common Stock
OXY,Occidental Petroleum Corporation Common Stock
PAAS,Pan American Silver Corp. Common Stock
PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares)
PACK,Ranpak Holdings Corp Class A Common Stock
PAG,Penske Automotive Group Inc. Common Stock
PAGS,PagSeguro Digital Ltd. Class A Common Shares
PAI,Western Asset Investment Grade Income Fund Inc.
PAM,Pampa Energia S.A.
PAR,PAR Technology Corporation Common Stock
PARR,Par Pacific Holdings Inc.  Common Stock
PATH,UiPath Inc. Class A Common Stock
PAXS,PIMCO Access Income Fund Common Shares of Beneficial Interest
PAY,Paymentus Holdings Inc. Class A Common Stock
PAYC,Paycom Software Inc. Common Stock
PB,Prosperity Bancshares Inc. Common Stock
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada)
PBF,PBF Energy Inc. Class A Common Stock
PBH,Prestige Consumer Healthcare Inc. Common Stock
PBI,Pitney Bowes Inc. Common Stock
PBI^B,Pitney Bowes Inc 6.70% Notes Due 2043
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock
PBT,Permian Basin Royalty Trust Common Stock
PCF,High Income Securities Fund Common Stock
PCG,Pacific Gas & Electric Co. Common Stock
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest
PCM,PCM Fund Inc. Common Stock
PCN,Pimco Corporate & Income Strategy Fund Common Stock
PCOR,Procore Technologies Inc. Common Stock
PCQ,PIMCO California Municipal Income Fund Common Stock
PD,PagerDuty Inc. Common Stock
PDI,PIMCO Dynamic Income Fund Common Stock
PDM,Piedmont Office Realty Trust Inc. Class A Common Stock
PDO,PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest
PDS,Precision Drilling Corporation Common Stock
PDT,John Hancock Premium Dividend Fund
PDX,PIMCO Dynamic Income Strategy Fund Common Shares of Beneficial Interest
PEAK,Healthpeak Properties Inc. Common Stock
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest
PEB^E,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest
PEB^F,Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest
PEB^G,Pebblebrook Hotel Trust 6.375% Series G Cumulative Redeemable Preferred Shares of Beneficial Interest
PEB^H,Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest
PEG,Public Service Enterprise Group Incorporated Common Stock
PEN,Penumbra Inc. Common Stock
PEO,Adams Natural Resources Fund Inc. Common Stock
PERF,Perfect Corp. Class A Ordinary Share
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated
PFE,Pfizer Inc. Common Stock
PFGC,Performance Food Group Company Common Stock
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock
PFN,PIMCO Income Strategy Fund II
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated
PFS,Provident Financial Services Inc Common Stock
PFSI,PennyMac Financial Services Inc. Common Stock
PG,Procter & Gamble Company (The) Common Stock
PGP,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest
PGR,Progressive Corporation (The) Common Stock
PGRE,Paramount Group Inc. Common Stock
PGRU,PropertyGuru Group Limited Ordinary Shares
PGSS,Pegasus Digital Mobility Acquisition Corp. Class A Ordinary Shares
PGTI,PGT Innovations Inc.
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest
PH,Parker-Hannifin Corporation Common Stock
PHD,Pioneer Floating Rate Fund Inc.
PHG,Koninklijke Philips N.V. NY Registry Shares
PHI,PLDT Inc. Sponsored ADR
PHIN,PHINIA Inc. Common Stock
PHK,Pimco High Income Fund
PHM,PulteGroup Inc. Common Stock
PHR,Phreesia Inc. Common Stock
PHT,Pioneer High Income Fund Inc.
PHX,PHX Minerals Inc. Common Stock
PHYT,Pyrophyte Acquisition Corp. Class A Ordinary Shares
PII,Polaris Inc. Common Stock
PIM,Putnam Master Intermediate Income Trust Common Stock
PINE,Alpine Income Property Trust Inc. Common Stock
PINS,Pinterest Inc. Class A Common Stock
PIPR,Piper Sandler Companies Common Stock
PJT,PJT Partners Inc. Class A Common Stock
PK,Park Hotels & Resorts Inc. Common Stock
PKE,Park Aerospace Corp. Common Stock
PKG,Packaging Corporation of America Common Stock
PKST,Peakstone Realty Trust Common Shares
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock)
PL,Planet Labs PBC Class A Common Stock
PLD,Prologis Inc. Common Stock
PLNT,Planet Fitness Inc. Common Stock
PLOW,Douglas Dynamics Inc. Common Stock
PLTR,Palantir Technologies Inc. Class A Common Stock
PLYM,Plymouth Industrial REIT Inc. Common Stock
PM,Philip Morris International Inc Common Stock
PMF,PIMCO Municipal Income Fund Common Stock
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest
PMM,Putnam Managed Municipal Income Trust Common Stock
PMO,Putnam Municipal Opportunities Trust Common Stock
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
PMT^A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
PMT^B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
PMT^C,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
PMTU,PennyMac Mortgage Investment Trust 8.50% Senior Notes due 2028
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest
PNC,PNC Financial Services Group Inc. (The) Common Stock
PNF,PIMCO New York Municipal Income Fund Common Stock
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
PNM,PNM Resources Inc. (Holding Co.) Common Stock
